Municipios;Edad (grupos quinquenales);Sexo;Periodo;Total
03054 Castell de Castells;Todas las edades;Total;1 de enero de 2022;426
03075 Castell de Guadalest, el;Todas las edades;Total;1 de enero de 2022;258
08057 Castell de l'Areny;Todas las edades;Total;1 de enero de 2022;69
25904 Castell de Mur;Todas las edades;Total;1 de enero de 2022;171
07064 Castell, Es;Todas las edades;Total;1 de enero de 2022;7.525
09079 Castellanos de Castro;Todas las edades;Total;1 de enero de 2022;48
37092 Castellanos de Moriscos;Todas las edades;Total;1 de enero de 2022;2.918
37185 Castellanos de Villiquera;Todas las edades;Total;1 de enero de 2022;673
05056 Castellanos de Zapardiel;Todas las edades;Total;1 de enero de 2022;90
23025 Castellar;Todas las edades;Total;1 de enero de 2022;3.209
11013 Castellar de la Frontera;Todas las edades;Total;1 de enero de 2022;3.043
19076 Castellar de la Muela;Todas las edades;Total;1 de enero de 2022;27
25064 Castellar de la Ribera;Todas las edades;Total;1 de enero de 2022;135
08052 Castellar de n'Hug;Todas las edades;Total;1 de enero de 2022;176
13033 Castellar de Santiago;Todas las edades;Total;1 de enero de 2022;1.819
08050 Castellar del Riu;Todas las edades;Total;1 de enero de 2022;175
08051 Castellar del Vallès;Todas las edades;Total;1 de enero de 2022;24.933
44070 Castellar, El;Todas las edades;Total;1 de enero de 2022;55
08053 Castellbell i el Vilar;Todas las edades;Total;1 de enero de 2022;3.889
08054 Castellbisbal;Todas las edades;Total;1 de enero de 2022;12.735
08055 Castellcir;Todas las edades;Total;1 de enero de 2022;778
25067 Castelldans;Todas las edades;Total;1 de enero de 2022;895
08056 Castelldefels;Todas las edades;Total;1 de enero de 2022;67.307
08058 Castellet i la Gornal;Todas las edades;Total;1 de enero de 2022;2.474
17046 Castellfollit de la Roca;Todas las edades;Total;1 de enero de 2022;926
08060 Castellfollit de Riubregós;Todas las edades;Total;1 de enero de 2022;159
08059 Castellfollit del Boix;Todas las edades;Total;1 de enero de 2022;460
12038 Castellfort;Todas las edades;Total;1 de enero de 2022;188
08061 Castellgalí;Todas las edades;Total;1 de enero de 2022;2.236
08062 Castellnou de Bages;Todas las edades;Total;1 de enero de 2022;1.431
25068 Castellnou de Seana;Todas las edades;Total;1 de enero de 2022;715
12039 Castellnovo;Todas las edades;Total;1 de enero de 2022;893
46257 Castelló;Todas las edades;Total;1 de enero de 2022;6.932
25069 Castelló de Farfanya;Todas las edades;Total;1 de enero de 2022;508
12040 Castelló de la Plana;Todas las edades;Total;1 de enero de 2022;171.857
46090 Castelló de Rugat;Todas las edades;Total;1 de enero de 2022;2.315
17047 Castelló d'Empúries;Todas las edades;Total;1 de enero de 2022;11.611
08063 Castellolí;Todas las edades;Total;1 de enero de 2022;636
46091 Castellonet de la Conquesta;Todas las edades;Total;1 de enero de 2022;137
44071 Castellote;Todas las edades;Total;1 de enero de 2022;677
17048 Castell-Platja d'Aro;Todas las edades;Total;1 de enero de 2022;11.757
25070 Castellserà;Todas las edades;Total;1 de enero de 2022;961
08064 Castellterçol;Todas las edades;Total;1 de enero de 2022;2.655
43042 Castellvell del Camp;Todas las edades;Total;1 de enero de 2022;2.946
08065 Castellví de la Marca;Todas las edades;Total;1 de enero de 2022;1.614
08066 Castellví de Rosanes;Todas las edades;Total;1 de enero de 2022;2.096
44067 Castelnou;Todas las edades;Total;1 de enero de 2022;113
44068 Castelserás;Todas las edades;Total;1 de enero de 2022;793
46092 Castielfabib;Todas las edades;Total;1 de enero de 2022;291
22086 Castiello de Jaca;Todas las edades;Total;1 de enero de 2022;249
22087 Castigaleu;Todas las edades;Total;1 de enero de 2022;88
09083 Castil de Peones;Todas las edades;Total;1 de enero de 2022;26
34048 Castil de Vela;Todas las edades;Total;1 de enero de 2022;60
06035 Castilblanco;Todas las edades;Total;1 de enero de 2022;864
41027 Castilblanco de los Arroyos;Todas las edades;Total;1 de enero de 2022;5.027
09082 Castildelgado;Todas las edades;Total;1 de enero de 2022;37
24042 Castilfalé;Todas las edades;Total;1 de enero de 2022;63
19078 Castilforte;Todas las edades;Total;1 de enero de 2022;56
42056 Castilfrío de la Sierra;Todas las edades;Total;1 de enero de 2022;37
50078 Castiliscar;Todas las edades;Total;1 de enero de 2022;230
22088 Castillazuelo;Todas las edades;Total;1 de enero de 2022;164
41028 Castilleja de Guzmán;Todas las edades;Total;1 de enero de 2022;2.866
41029 Castilleja de la Cuesta;Todas las edades;Total;1 de enero de 2022;17.230
41030 Castilleja del Campo;Todas las edades;Total;1 de enero de 2022;624
18045 Castilléjar;Todas las edades;Total;1 de enero de 2022;1.312
16068 Castillejo de Iniesta;Todas las edades;Total;1 de enero de 2022;115
37096 Castillejo de Martín Viejo;Todas las edades;Total;1 de enero de 2022;215
40046 Castillejo de Mesleón;Todas las edades;Total;1 de enero de 2022;117
42058 Castillejo de Robledo;Todas las edades;Total;1 de enero de 2022;108
16070 Castillejo-Sierra;Todas las edades;Total;1 de enero de 2022;28
45043 Castillo de Bayuela;Todas las edades;Total;1 de enero de 2022;895
16072 Castillo de Garcimuñoz;Todas las edades;Total;1 de enero de 2022;128
41031 Castillo de las Guardas, El;Todas las edades;Total;1 de enero de 2022;1.529
23026 Castillo de Locubín;Todas las edades;Total;1 de enero de 2022;3.960
12041 Castillo de Villamalefa;Todas las edades;Total;1 de enero de 2022;112
16071 Castillo-Albaráñez;Todas las edades;Total;1 de enero de 2022;22
22089 Castillonroy;Todas las edades;Total;1 de enero de 2022;328
31071 Castillonuevo;Todas las edades;Total;1 de enero de 2022;16
19079 Castilnuevo;Todas las edades;Total;1 de enero de 2022;6
42057 Castilruiz;Todas las edades;Total;1 de enero de 2022;150
37097 Castraz;Todas las edades;Total;1 de enero de 2022;36
34049 Castrejón de la Peña;Todas las edades;Total;1 de enero de 2022;332
47037 Castrejón de Trabancos;Todas las edades;Total;1 de enero de 2022;177
32022 Castrelo de Miño;Todas las edades;Total;1 de enero de 2022;1.315
32021 Castrelo do Val;Todas las edades;Total;1 de enero de 2022;969
18046 Castril;Todas las edades;Total;1 de enero de 2022;2.019
24043 Castrillo de Cabrera;Todas las edades;Total;1 de enero de 2022;106
34050 Castrillo de Don Juan;Todas las edades;Total;1 de enero de 2022;190
47038 Castrillo de Duero;Todas las edades;Total;1 de enero de 2022;116
49040 Castrillo de la Guareña;Todas las edades;Total;1 de enero de 2022;118
09084 Castrillo de la Reina;Todas las edades;Total;1 de enero de 2022;168
24044 Castrillo de la Valduerna;Todas las edades;Total;1 de enero de 2022;144
09085 Castrillo de la Vega;Todas las edades;Total;1 de enero de 2022;627
34051 Castrillo de Onielo;Todas las edades;Total;1 de enero de 2022;108
09088 Castrillo de Riopisuerga;Todas las edades;Total;1 de enero de 2022;56
34052 Castrillo de Villavega;Todas las edades;Total;1 de enero de 2022;171
09086 Castrillo del Val;Todas las edades;Total;1 de enero de 2022;829
09090 Castrillo Mota de Judíos;Todas las edades;Total;1 de enero de 2022;48
33016 Castrillón;Todas las edades;Total;1 de enero de 2022;22.235
47039 Castrillo-Tejeriego;Todas las edades;Total;1 de enero de 2022;161
32023 Castro Caldelas;Todas las edades;Total;1 de enero de 2022;1.177
04033 Castro de Filabres;Todas las edades;Total;1 de enero de 2022;115
40047 Castro de Fuentidueña;Todas las edades;Total;1 de enero de 2022;47
27010 Castro de Rei;Todas las edades;Total;1 de enero de 2022;5.033
14019 Castro del Río;Todas las edades;Total;1 de enero de 2022;7.711
47040 Castrobol;Todas las edades;Total;1 de enero de 2022;56
24046 Castrocalbón;Todas las edades;Total;1 de enero de 2022;931
24047 Castrocontrigo;Todas las edades;Total;1 de enero de 2022;701
47041 Castrodeza;Todas las edades;Total;1 de enero de 2022;149
49041 Castrogonzalo;Todas las edades;Total;1 de enero de 2022;441
09091 Castrojeriz;Todas las edades;Total;1 de enero de 2022;767
40048 Castrojimeno;Todas las edades;Total;1 de enero de 2022;31
47042 Castromembibre;Todas las edades;Total;1 de enero de 2022;51
34053 Castromocho;Todas las edades;Total;1 de enero de 2022;211
47043 Castromonte;Todas las edades;Total;1 de enero de 2022;314
49042 Castronuevo;Todas las edades;Total;1 de enero de 2022;214
47044 Castronuevo de Esgueva;Todas las edades;Total;1 de enero de 2022;394
47045 Castronuño;Todas las edades;Total;1 de enero de 2022;812
24049 Castropodame;Todas las edades;Total;1 de enero de 2022;1.577
33017 Castropol;Todas las edades;Total;1 de enero de 2022;3.288
47046 Castroponce;Todas las edades;Total;1 de enero de 2022;139
40049 Castroserna de Abajo;Todas las edades;Total;1 de enero de 2022;33
40051 Castroserracín;Todas las edades;Total;1 de enero de 2022;39
24050 Castrotierra de Valmadrigal;Todas las edades;Total;1 de enero de 2022;109
39020 Castro-Urdiales;Todas las edades;Total;1 de enero de 2022;33.109
27011 Castroverde;Todas las edades;Total;1 de enero de 2022;2.592
49043 Castroverde de Campos;Todas las edades;Total;1 de enero de 2022;276
47047 Castroverde de Cerrato;Todas las edades;Total;1 de enero de 2022;203
26044 Castroviejo;Todas las edades;Total;1 de enero de 2022;48
06036 Castuera;Todas las edades;Total;1 de enero de 2022;5.637
46093 Catadau;Todas las edades;Total;1 de enero de 2022;2.862
46094 Catarroja;Todas las edades;Total;1 de enero de 2022;28.679
12042 Catí;Todas las edades;Total;1 de enero de 2022;711
43043 Catllar, El;Todas las edades;Total;1 de enero de 2022;4.921
36010 Catoira;Todas las edades;Total;1 de enero de 2022;3.295
03055 Catral;Todas las edades;Total;1 de enero de 2022;8.976
02025 Caudete;Todas las edades;Total;1 de enero de 2022;10.135
46095 Caudete de las Fuentes;Todas las edades;Total;1 de enero de 2022;701
12043 Caudiel;Todas las edades;Total;1 de enero de 2022;674
25071 Cava;Todas las edades;Total;1 de enero de 2022;51
09063 Cavia;Todas las edades;Total;1 de enero de 2022;243
09093 Cayuela;Todas las edades;Total;1 de enero de 2022;189
45045 Cazalegas;Todas las edades;Total;1 de enero de 2022;1.927
23027 Cazalilla;Todas las edades;Total;1 de enero de 2022;745
41032 Cazalla de la Sierra;Todas las edades;Total;1 de enero de 2022;4.700
23028 Cazorla;Todas las edades;Total;1 de enero de 2022;7.183
49044 Cazurra;Todas las edades;Total;1 de enero de 2022;70
24051 Cea;Todas las edades;Total;1 de enero de 2022;389
24052 Cebanico;Todas las edades;Total;1 de enero de 2022;142
45046 Cebolla;Todas las edades;Total;1 de enero de 2022;3.201
09094 Cebrecos;Todas las edades;Total;1 de enero de 2022;52
05057 Cebreros;Todas las edades;Total;1 de enero de 2022;3.213
24053 Cebrones del Río;Todas las edades;Total;1 de enero de 2022;437
10061 Ceclavín;Todas las edades;Total;1 de enero de 2022;1.779
15022 Cedeira;Todas las edades;Total;1 de enero de 2022;6.626
10062 Cedillo;Todas las edades;Total;1 de enero de 2022;432
40052 Cedillo de la Torre;Todas las edades;Total;1 de enero de 2022;89
45047 Cedillo del Condado;Todas las edades;Total;1 de enero de 2022;4.101
44074 Cedrillas;Todas las edades;Total;1 de enero de 2022;634
15023 Cee;Todas las edades;Total;1 de enero de 2022;7.573
30017 Cehegín;Todas las edades;Total;1 de enero de 2022;14.710
47048 Ceinos de Campos;Todas las edades;Total;1 de enero de 2022;197
09095 Celada del Camino;Todas las edades;Total;1 de enero de 2022;96
44075 Celadas;Todas las edades;Total;1 de enero de 2022;362
32024 Celanova;Todas las edades;Total;1 de enero de 2022;5.619
44076 Cella;Todas las edades;Total;1 de enero de 2022;2.611
17189 Cellera de Ter, La;Todas las edades;Total;1 de enero de 2022;1.967
26045 Cellorigo;Todas las edades;Total;1 de enero de 2022;9
17049 Celrà;Todas las edades;Total;1 de enero de 2022;5.503
31193 Cendea de Olza/Oltza Zendea;Todas las edades;Total;1 de enero de 2022;1.871
19080 Cendejas de Enmedio;Todas las edades;Total;1 de enero de 2022;67
19081 Cendejas de la Torre;Todas las edades;Total;1 de enero de 2022;24
18047 Cenes de la Vega;Todas las edades;Total;1 de enero de 2022;8.121
26046 Cenicero;Todas las edades;Total;1 de enero de 2022;2.073
28037 Cenicientos;Todas las edades;Total;1 de enero de 2022;2.089
02026 Cenizate;Todas las edades;Total;1 de enero de 2022;1.183
32025 Cenlle;Todas las edades;Total;1 de enero de 2022;1.119
08067 Centelles;Todas las edades;Total;1 de enero de 2022;7.641
19082 Centenera;Todas las edades;Total;1 de enero de 2022;144
42059 Centenera de Andaluz;Todas las edades;Total;1 de enero de 2022;22
37098 Cepeda;Todas las edades;Total;1 de enero de 2022;290
05058 Cepeda la Mora;Todas las edades;Total;1 de enero de 2022;74
42060 Cerbón;Todas las edades;Total;1 de enero de 2022;30
15024 Cerceda;Todas las edades;Total;1 de enero de 2022;5.019
28038 Cercedilla;Todas las edades;Total;1 de enero de 2022;7.533
08268 Cercs;Todas las edades;Total;1 de enero de 2022;1.169
46096 Cerdà;Todas las edades;Total;1 de enero de 2022;351
08266 Cerdanyola del Vallès;Todas las edades;Total;1 de enero de 2022;57.291
36011 Cerdedo;Todas las edades;Total;1 de enero de 2022;""
36902 Cerdedo-Cotobade;Todas las edades;Total;1 de enero de 2022;5.697
15025 Cerdido;Todas las edades;Total;1 de enero de 2022;1.060
37099 Cereceda de la Sierra;Todas las edades;Total;1 de enero de 2022;65
49046 Cerecinos de Campos;Todas las edades;Total;1 de enero de 2022;238
49047 Cerecinos del Carrizal;Todas las edades;Total;1 de enero de 2022;107
37100 Cerezal de Peñahorcada;Todas las edades;Total;1 de enero de 2022;71
10063 Cerezo;Todas las edades;Total;1 de enero de 2022;151
40053 Cerezo de Abajo;Todas las edades;Total;1 de enero de 2022;122
40054 Cerezo de Arriba;Todas las edades;Total;1 de enero de 2022;135
09098 Cerezo de Río Tirón;Todas las edades;Total;1 de enero de 2022;512
49048 Cernadilla;Todas las edades;Total;1 de enero de 2022;109
44077 Cerollera, La;Todas las edades;Total;1 de enero de 2022;74
37101 Cerralbo;Todas las edades;Total;1 de enero de 2022;126
45048 Cerralbos, Los;Todas las edades;Total;1 de enero de 2022;397
09100 Cerratón de Juarros;Todas las edades;Total;1 de enero de 2022;55
21023 Cerro de Andévalo, El;Todas las edades;Total;1 de enero de 2022;2.286
37102 Cerro, El;Todas las edades;Total;1 de enero de 2022;380
27012 Cervantes;Todas las edades;Total;1 de enero de 2022;1.250
34055 Cervatos de la Cueza;Todas las edades;Total;1 de enero de 2022;261
08068 Cervelló;Todas las edades;Total;1 de enero de 2022;9.307
25072 Cervera;Todas las edades;Total;1 de enero de 2022;9.393
28039 Cervera de Buitrago;Todas las edades;Total;1 de enero de 2022;169
50079 Cervera de la Cañada;Todas las edades;Total;1 de enero de 2022;264
45049 Cervera de los Montes;Todas las edades;Total;1 de enero de 2022;508
34056 Cervera de Pisuerga;Todas las edades;Total;1 de enero de 2022;2.256
16073 Cervera del Llano;Todas las edades;Total;1 de enero de 2022;217
12044 Cervera del Maestre;Todas las edades;Total;1 de enero de 2022;593
26047 Cervera del Río Alhama;Todas las edades;Total;1 de enero de 2022;2.273
50080 Cerveruela;Todas las edades;Total;1 de enero de 2022;39
25073 Cervià de les Garrigues;Todas las edades;Total;1 de enero de 2022;642
17050 Cervià de Ter;Todas las edades;Total;1 de enero de 2022;999
47049 Cervillego de la Cruz;Todas las edades;Total;1 de enero de 2022;91
27013 Cervo;Todas las edades;Total;1 de enero de 2022;4.192
37103 Cespedosa de Tormes;Todas las edades;Total;1 de enero de 2022;509
15026 Cesuras;Todas las edades;Total;1 de enero de 2022;""
50081 Cetina;Todas las edades;Total;1 de enero de 2022;570
51001 Ceuta;Todas las edades;Total;1 de enero de 2022;83.117
30018 Ceutí;Todas las edades;Total;1 de enero de 2022;12.391
34057 Cevico de la Torre;Todas las edades;Total;1 de enero de 2022;490
34058 Cevico Navero;Todas las edades;Total;1 de enero de 2022;189
37114 Chagarcía Medianero;Todas las edades;Total;1 de enero de 2022;62
22094 Chalamera;Todas las edades;Total;1 de enero de 2022;117
05067 Chamartín;Todas las edades;Total;1 de enero de 2022;63
32029 Chandrexa de Queixa;Todas las edades;Total;1 de enero de 2022;495
27016 Chantada;Todas las edades;Total;1 de enero de 2022;8.083
40065 Chañe;Todas las edades;Total;1 de enero de 2022;703
28051 Chapinería;Todas las edades;Total;1 de enero de 2022;2.512
18059 Chauchina;Todas las edades;Total;1 de enero de 2022;5.667
19103 Checa;Todas las edades;Total;1 de enero de 2022;286
06042 Cheles;Todas las edades;Total;1 de enero de 2022;1.159
46107 Chella;Todas las edades;Total;1 de enero de 2022;2.434
46106 Chelva;Todas las edades;Total;1 de enero de 2022;1.597
19104 Chequilla;Todas las edades;Total;1 de enero de 2022;16
46108 Chera;Todas las edades;Total;1 de enero de 2022;492
04036 Chercos;Todas las edades;Total;1 de enero de 2022;301
46109 Cheste;Todas las edades;Total;1 de enero de 2022;8.971
22095 Chía;Todas las edades;Total;1 de enero de 2022;87
11015 Chiclana de la Frontera;Todas las edades;Total;1 de enero de 2022;87.493
